         102885391 function calls (102878028 primitive calls) in 35.188 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       57    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.004    0.001 rcsetup.py:164(_validate_date_converter)
       31    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        9    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 _mathtext.py:756(StandardPsFonts)
        1    0.000    0.000    0.002    0.002 platform.py:603(_syscmd_uname)
        2    0.000    0.000    0.000    0.000 pathlib.py:1277(mkdir)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        6    0.000    0.000    0.000    0.000 deprecation.py:289(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:487(_init_fn)
       11    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 animation.py:400(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:34(ToolManager)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1607(_check_savefig_extra_args)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:43(__init__)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:392(_get_xdg_config_dir)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
       36    0.000    0.000    0.000    0.000 colors.py:287(<genexpr>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
        1    0.000    0.000    0.001    0.001 font_manager.py:993(json_load)
        1    0.000    0.000    0.000    0.000 patches.py:3901(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 image.py:216(_ImageBase)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 _mathtext.py:330(BakomaFonts)
        7    0.000    0.000    0.000    0.000 rcsetup.py:299(validate_backend)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
       43    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
       56    0.000    0.000    0.000    0.000 __init__.py:1943(<genexpr>)
        2    0.000    0.000    0.001    0.000 decoder.py:332(decode)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
        1    0.000    0.000    0.001    0.001 font_manager.py:1425(_load_fontmanager)
        1    0.000    0.000    0.001    0.001 _text_layout.py:1(<module>)
       13    0.000    0.000    0.000    0.000 abc.py:89(register)
       15    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 widgets.py:962(TextBox)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
       40    0.000    0.000    0.000    0.000 deprecation.py:225(__set_name__)
        1    0.000    0.000    0.000    0.000 __init__.py:471(get_data_path)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
       29    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
       29    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.000    0.000 Image.py:3258(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 backend_bases.py:147(RendererBase)
       22    0.000    0.000    0.000    0.000 _asarray.py:14(asarray)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        1    0.000    0.000    0.000    0.000 patches.py:640(Shadow)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:552(Colormap)
        1    0.000    0.000    0.000    0.000 _mathtext.py:71(Fonts)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 rcsetup.py:511(validate_whiskers)
       57    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:477(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2681(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
       12    0.000    0.000    0.000    0.000 rcsetup.py:207(validate_axisbelow)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:498(gen_candidates)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:271(validate_fonttype)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
       52    0.000    0.000    0.000    0.000 pathlib.py:502(_select_from)
       10    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        8    0.000    0.000    0.000    0.000 deprecation.py:252(wrapper)
        2    0.000    0.000    0.000    0.000 subprocess.py:1772(_wait)
        1    0.000    0.000    0.000    0.000 scale.py:253(LogScale)
       40    0.000    0.000    0.000    0.000 colors.py:297(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        2    0.000    0.000    0.001    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 ticker.py:1684(Locator)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        7    0.000    0.000    0.000    0.000 pathlib.py:370(gethomedir)
       41    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 patches.py:3611(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        4    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
        1    0.000    0.000    0.000    0.000 animation.py:157(AbstractMovieWriter)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        2    0.000    0.000    0.001    0.000 pyplot.py:277(backend_mod)
        1    0.000    0.000    0.000    0.000 transforms.py:2073(IdentityTransform)
        6    0.000    0.000    0.000    0.000 rcsetup.py:235(_make_type_validator)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        7    0.000    0.000    0.000    0.000 rrule.py:69(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
       10    0.000    0.000    0.000    0.000 axis.py:1965(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 __init__.py:46(_get_running_interactive_framework)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
        8    0.000    0.000    0.000    0.000 __init__.py:423(_asdict)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
       76    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       40    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        2    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
       12    0.000    0.000    0.000    0.000 legend_handler.py:59(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:528(_get_data_path)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
       24    0.000    0.000    0.000    0.000 enum.py:664(value)
       34    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
       24    0.000    0.000    0.000    0.000 dviread.py:168(<listcomp>)
        1    0.000    0.000    0.000    0.000 animation.py:911(Animation)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1352(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:485(ScalarFormatter)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:283(Line3DCollection)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
